Data;Alaska;BTG;Exploritas;Real Investor;Opportunity
06/09/2018;1,8141852;1,021033;1,1055477;7,69957707;1,053358
05/09/2018;1,7926393;1,0207841;1,1056313;7,67297734;1,0519742
04/09/2018;1,762669;1,0205345;1,1044776;7,67212634;1,0518852
03/09/2018;1,8087741;1,0202863;1,112751;7,81519126;1,0533285
31/08/2018;1,8198245;1,0200388;1,1142752;7,8267531;1,0551058
30/08/2018;1,8194777;1,0197894;1,1136592;7,78590386;1,0527692
29/08/2018;1,8588949;1,0195421;1,1167938;7,92870553;1,0591636
28/08/2018;1,8508851;1,0192946;1,1222007;7,88114956;1,0571783
27/08/2018;1,8583747;1,0190463;1,1193941;7,90005727;1,0583978
24/08/2018;1,8353165;1,0188038;1,1194495;7,82974872;1,055161
23/08/2018;1,8235991;1,0185512;1,1248509;7,78638607;1,0535146
22/08/2018;1,840718;1,0183053;1,1312343;7,98470548;1,0558857
21/08/2018;1,7980108;1,018057;1,1345623;7,86793486;1,0522428
20/08/2018;1,8301481;1,0178096;1,1356879;8,02078461;1,0564915
17/08/2018;1,8190699;1,0175629;1,1383571;7,96874169;1,0573903
16/08/2018;1,8296312;1,0173162;1,1348663;8,03780476;1,0575416
15/08/2018;1,8444896;1,0170704;1,1232056;8,0544858;1,0571556
14/08/2018;1,8958929;1,016825;1,0958863;8,15025414;1,0608142
13/08/2018;1,8805597;1,0165781;1,0851543;8,12017877;1,0550614
10/08/2018;1,851206;1,0163327;1,0807387;7,96848876;1,0541292
09/08/2018;1,9033584;1,0160862;1,0821497;8,09072613;1,0622128
08/08/2018;1,8820734;1,0158391;1,0874658;8,15302805;1,0644536
07/08/2018;1,919552;1,0155942;1,085574;8,20121536;1,064466
06/08/2018;1,9013191;1,0153487;1,0834508;8,3117827;1,0662367
03/08/2018;1,8919319;1,0151022;1,079466;8,35333399;1,0658944
02/08/2018;1,8695662;1,0148572;1,0868196;8,27302348;1,0632506
01/08/2018;1,8540623;1,014612;1,0908861;8,24860787;1,0608813
31/07/2018;1,8517168;1,0143671;1,0893455;8,13095038;1,059573
30/07/2018;1,8486678;1,0141225;1,0900098;8,21495209;1,0601655
27/07/2018;1,8404898;1,0138774;1,0920196;8,24183157;1,060859
26/07/2018;1,8360497;1,0136327;1,0967728;8,2679504;1,0621639
25/07/2018;1,8551167;1,0133876;1,0892916;8,27265713;1,0628551
24/07/2018;1,8496871;1,0131431;1,0936281;8,2197276;1,0595263
23/07/2018;1,8131083;1,0128985;1,1011187;8,19252628;1,0594982
20/07/2018;1,8152052;1,012654;1,0970776;8,24819658;1,0611683
19/07/2018;1,8017108;1,0124097;1,0899912;8,12607688;1,0609158
18/07/2018;1,792839;1,012165;1,0856744;8,04663529;1,0608241
17/07/2018;1,8164724;1,0119176;1,0886029;8,11037389;1,0613518
16/07/2018;1,7888701;1,0116716;1,0943089;8,06593815;1,0601311
13/07/2018;1,7835849;1,0114275;1,0930363;8,04407378;1,0597461
12/07/2018;1,7664522;1,011183;1,0950226;8,04128579;1,0610473
11/07/2018;1,7255009;1,0109395;1,1035258;8,00659422;1,0616546
10/07/2018;1,7473691;1,0106995;1,0977907;7,99539531;1,0602358
09/07/2018;1,7566353;1,010458;1,0995743;8,01878587;1,0588351
06/07/2018;1,7567688;1,010218;1,0974611;8,01847981;1,0596812
05/07/2018;1,734979;1,0099757;1,1015056;7,90747197;1,0575556
04/07/2018;1,7502071;1,0097331;1,0925187;7,9245255;1,0548713
03/07/2018;1,730309;1,0094885;1,087472;7,8116263;1,0527178
02/07/2018;1,7350325;1,0092404;1,0787194;7,74460759;1,0512133
29/06/2018;1,7425899;1,0089955;1,0686901;7,7618616;1,0508102
28/06/2018;1,7130307;1,0087491;1,0694469;7,7224496;1,0527912
27/06/2018;1,7022922;1,0085052;1,0716893;7,65389882;1,0473667
26/06/2018;1,7102419;1,0082608;1,066594;7,65783529;1,0494873
25/06/2018;1,6998164;1,0080139;1,063053;7,66317607;1,0471809
22/06/2018;1,6894207;1,0077666;1,0670963;7,66539103;1,0460844
21/06/2018;1,6786309;1,0075027;1,0673739;7,65820654;1,0433934
20/06/2018;1,70105;1,0072554;1,0719376;7,74252852;1,0463788
19/06/2018;1,7004749;1,0070003;1,0685327;7,69681103;1,0455868
18/06/2018;1,6780264;1,0067566;1,0536363;7,60907802;1,0429437
15/06/2018;1,6908562;1,0065009;1,0505274;7,66182999;1,0420719
14/06/2018;1,6651625;1,0062515;1,0505031;7,75184792;1,0394821
13/06/2018;1,6514731;1,0059976;1,0489736;7,82579555;1,0439093
12/06/2018;1,6532729;1,0057329;1,0461852;7,79162179;1,0445558
11/06/2018;1,6390575;1,0054921;1,0505836;7,74156057;1,0437596
08/06/2018;1,6435047;1,0052496;1,0534551;7,77207611;1,044597
07/06/2018;1,6762409;1,005008;1,0546399;7,77251647;1,0422884
06/06/2018;1,7426006;1,0047669;1,0496146;8,00022977;1,0512719
05/06/2018;1,7442496;1,0045263;1,0589733;8,14581743;1,0526763
04/06/2018;1,7689752;1,0042855;1,0594365;8,33764247;1,0564056
01/06/2018;1,7166617;1,0040449;1,069433;8,27798331;1,0548505
30/05/2018;1,7150462;1,003808;1,0710009;8,18731799;1,0521172
29/05/2018;1,6927027;1,0035699;1,0707794;8,07941796;1,0512501
28/05/2018;1,6867194;1,0033287;1,0825069;7,98980908;1,0525328
25/05/2018;1,7630404;1,0030913;1,0758679;8,258573;1,0550663
24/05/2018;1,7861096;1,0028502;1,0753657;8,3773372;1,0568887
23/05/2018;1,7887489;1,0026147;1,0773569;8,38496062;1,0585136
22/05/2018;1,823201;1,0023841;1,0758173;8,45316235;1,0591992
21/05/2018;1,820679;1,0021435;1,0722218;8,31543588;1,0526575
18/05/2018;1,8354514;1,0019129;1,0666699;8,28788367;1,0503305
17/05/2018;1,8491504;1,0016745;1,0732537;8,31400038;1,0548407
16/05/2018;1,8948854;1,001436;1,0606186;8,43965393;1,0603919
15/05/2018;1,8609485;1,0011962;1,0656998;8,35990249;1,0580007
14/05/2018;1,8525305;1,0009585;1,0653378;8,37488287;1,0603475
11/05/2018;1,8358437;1,0007194;1,0741529;8,49339269;1,0633388
10/05/2018;1,832418;1,000477;1,0733798;8,47285654;1,0652909
09/05/2018;1,8138497;1,0002382;1,0754253;8,44727427;1,0608713
08/05/2018;1,7719103;1;1,0807379;8,41981916;1,0591157
07/05/2018;1,7247489;;1,0842475;8,40172092;1,0616115
04/05/2018;1,7373401;;1,0805853;8,3493942;1,0619301
03/05/2018;1,738873;;1,080936;8,33093907;1,061745
02/05/2018;1,7713407;;1,0817832;8,39621848;1,0625289
30/04/2018;1,7876129;;1,0796414;8,46385724;1,0649782
27/04/2018;1,7777738;;1,0803265;8,50778884;1,0660932
26/04/2018;1,7743959;;1,0839373;8,47350287;1,0652298
25/04/2018;1,7433137;;1,0923864;8,41976749;1,0623026
24/04/2018;1,7515143;;1,0937157;8,42536587;1,060078
23/04/2018;1,7501218;;1,090874;8,4565428;1,0631046
20/04/2018;1,7411806;;1,0938422;8,4853026;1,0618387
19/04/2018;1,7323373;;1,0901806;8,44065488;1,0639399
18/04/2018;1,7332249;;1,0928017;8,42508537;1,0639158
17/04/2018;1,7148423;;1,1020349;8,34689363;1,0613773
16/04/2018;1,6862152;;1,1043142;8,30491439;1,0592152
13/04/2018;1,7040221;;1,1001536;8,3482473;1,0602874
12/04/2018;1,7192799;;1,0985424;8,38733677;1,0619002
11/04/2018;1,7045233;;1,0926345;8,36603586;1,0603219
10/04/2018;1,7022621;;1,0918651;8,33144223;1,0592763
09/04/2018;1,6873206;;1,0922345;8,30211107;1,0574929
06/04/2018;1,7098909;;1,0843972;8,3488467;1,0584148
05/04/2018;1,7100385;;1,0764528;8,39969657;1,0607799
04/04/2018;1,681752;;1,0727166;8,38496482;1,0587524
03/04/2018;1,6781418;;1,0647834;8,38935383;1,0587604
02/04/2018;1,683667;;1,0581184;8,39319662;1,0589931
29/03/2018;1,6957532;;1,0620497;8,49187733;1,0620841
28/03/2018;1,663256;;1,0689406;8,33955776;1,0604927
27/03/2018;1,6625924;;1,0748327;8,40573433;1,0612278
26/03/2018;1,699293;;1,0697488;8,483066;1,0627148
23/03/2018;1,6698231;;1,0771915;8,45861452;1,0622855
22/03/2018;1,6792886;;1,0790767;8,53900493;1,0620158
21/03/2018;1,6756401;;1,0747093;8,46600365;1,0594839
20/03/2018;1,6529526;;1,0687678;8,43685767;1,0580768
19/03/2018;1,653539;;1,0674299;8,44558055;1,0585911
16/03/2018;1,6705608;;1,0748064;8,4506106;1,059963
15/03/2018;1,6612933;;1,0738365;8,4584751;1,0576541
14/03/2018;1,677861;;1,0721038;8,45728719;1,0586277
13/03/2018;1,6780033;;1,0729151;8,45902083;1,0580059
12/03/2018;1,6789674;;1,0688962;8,41732583;1,057984
09/03/2018;1,6616646;;1,0688997;8,31282518;1,0580084
08/03/2018;1,6358527;;1,0667065;8,23657655;1,0574923
07/03/2018;1,6358228;;1,0650431;8,19389912;1,0584473
06/03/2018;1,6401359;;1,0700741;8,21909592;1,058907
05/03/2018;1,6475208;;1,0715685;8,21442653;1,05822
02/03/2018;1,6527476;;1,0737498;8,22411593;1,0567699
01/03/2018;1,6443977;;1,0757943;8,28265367;1,0556982
28/02/2018;1,6508876;;1,0742874;8,21605599;1,0567998
27/02/2018;1,6685014;;1,0714731;8,32427263;1,057199
26/02/2018;1,679427;;1,0691606;8,33425464;1,0565415
23/02/2018;1,6499787;;1,063731;8,33133413;1,055536
22/02/2018;1,627243;;1,0731903;8,31619638;1,0547689
21/02/2018;1,6151555;;1,0842732;8,33209671;1,0544236
20/02/2018;1,6294904;;1,0835564;8,33143554;1,0542787
19/02/2018;1,608523;;1,0923291;8,34359806;1,0535192
16/02/2018;1,5727815;;1,0895699;8,22992046;1,0536574
15/02/2018;1,5667655;;1,0855109;8,17716737;1,0529069
14/02/2018;1,5446093;;1,0805062;8,2373877;1,0504267
09/02/2018;1,5191312;;1,0808639;8,0712082;1,0470912
08/02/2018;1,5379439;;1,0781695;8,11330039;1,0485718
07/02/2018;1,5634454;;1,0786543;8,14676442;1,0491503
06/02/2018;1,5773737;;1,073758;8,1440703;1,0488472
05/02/2018;1,5625203;;1,0846401;8,14303992;1,0487196
02/02/2018;1,594624;;1,0835139;8,22386072;1,0505705
01/02/2018;1,6142845;;1,0785761;8,28784495;1,0533541
31/01/2018;1,6013427;;1,0753353;8,26761691;1,0514063
30/01/2018;1,6051142;;1,0742648;8,22950821;1,0502021
29/01/2018;1,6085799;;1,0820567;8,23494556;1,0500716
26/01/2018;1,5898739;;1,07617;8,23019124;1,0513318
25/01/2018;1,5704315;;1,0659404;8,1378997;1,0479728
24/01/2018;1,5704715;;1,0637577;8,13814127;1,0480093
23/01/2018;1,5409363;;1,0493232;7,91255472;1,0423369
22/01/2018;1,5727352;;1,0464121;7,99766393;1,0442362
19/01/2018;1,5638099;;1,0483894;7,99929975;1,0447734
18/01/2018;1,5513015;;1,0482435;7,97434409;1,0441255
17/01/2018;1,5506531;;1,0467557;8,00528186;1,0430561
16/01/2018;1,549279;;1,0470782;8,07219105;1,0422285
15/01/2018;1,5530815;;1,0468176;7,99047534;1,042745
12/01/2018;1,5354017;;1,0495847;7,91502498;1,0408968
11/01/2018;1,5379387;;1,0436016;7,90575744;1,0376605
10/01/2018;1,5256977;;1,0395913;7,84205882;1,0354849
09/01/2018;1,5320775;;1,0291392;7,82072994;1,0353157
08/01/2018;1,5442586;;1,03169;7,86028401;1,0358321
05/01/2018;1,5420067;;1,0270718;7,84367403;1,0348234
04/01/2018;1,5386045;;1,0256839;7,80938816;1,0352651
03/01/2018;1,5213793;;1,0242023;7,78147918;1,034365
02/01/2018;1,5279216;;1,0142526;7,76272456;1,033426
29/12/2017;1,514384;;1,0135138;7,64689831;1,0300599
28/12/2017;1,5144647;;1,0128089;7,64704814;1,0293654
27/12/2017;1,5023255;;1,0065044;7,61106358;1,0272545
26/12/2017;1,4943488;;1,005873;7,59344256;1,0252106
22/12/2017;1,4804984;;1,0058719;7,5306292;1,022445
21/12/2017;1,4725549;;1,009063;7,5021446;1,0223463
20/12/2017;1,4401122;;1,0163616;7,40526781;1,0217069
19/12/2017;1,4158705;;1,0116742;7,34544376;1,0186628
18/12/2017;1,4294072;;1,0148225;7,39429637;1,0187265
15/12/2017;1,4153463;;1,0215584;7,37297921;1,0194669
14/12/2017;1,4111538;;1,0196742;7,30030049;1,0162145
13/12/2017;1,4131154;;1,0168318;7,33436722;1,0183802
12/12/2017;1,421293;;1,0125056;7,34007006;1,0180084
11/12/2017;1,4092335;;1,0169089;7,30719574;1,0204662
08/12/2017;1,4095968;;1,0144455;7,29748985;1,0203713
07/12/2017;1,3866081;;1,0130837;7,2518107;1,0193777
06/12/2017;1,3791657;;1,0114896;7,26673777;1,0215714
05/12/2017;1,3710912;;1,0233374;7,24638443;1,0219578
04/12/2017;1,3778291;;1,0222005;7,27140491;1,0198404
01/12/2017;1,3706328;;1,0281787;7,27270638;1,0179077
30/11/2017;1,3704673;;1,0305091;7,23769145;1,01541
29/11/2017;1,3924618;;1,032605;7,31679392;1,0189654
28/11/2017;1,4089024;;1,0351406;7,39424696;1,0228407
27/11/2017;1,4124573;;1,0317974;7,3998081;1,022654
24/11/2017;1,4268522;;1,0350398;7,42076192;1,0222985
23/11/2017;1,4183687;;1,0299923;7,44307703;1,0220046
22/11/2017;1,414647;;1,0281189;7,43743158;1,0185902
21/11/2017;1,4089614;;1,0271402;7,42610175;1,0184757
20/11/2017;1,3834768;;1,0262681;7,34622817;1,0155707
17/11/2017;1,3835621;;1,0275157;7,34651525;1,0156287
16/11/2017;1,3641486;;1,0264025;7,26262663;1,0112303
14/11/2017;1,3408003;;1,0246794;7,12375098;1,0073666
13/11/2017;1,3638457;;1,0289807;7,22374655;1,0070662
10/11/2017;1,3572602;;1,032081;7,16408439;1,0083461
09/11/2017;1,3889603;;1,0308975;7,19587703;1,0112451
08/11/2017;1,4145832;;1,0260002;7,24505508;1,0129379
07/11/2017;1,3781625;;1,0298212;7,15213528;1,0087787
06/11/2017;1,4244852;;1,0262332;7,26506619;1,0106459
03/11/2017;1,4332802;;1,0269898;7,24711707;1,0071972
01/11/2017;1,4375719;;1,032681;7,25149987;1,0138003
31/10/2017;1,4416089;;1,0371438;7,28040014;1,0144951
30/10/2017;1,4516933;;1,0365093;7,30502165;1,0136455
27/10/2017;1,4575409;;1,0294055;7,34296415;1,017545
26/10/2017;1,4579374;;1,0234009;7,30207888;1,0141212
25/10/2017;1,4758892;;1,0216554;7,28657695;1,0211038
24/10/2017;1,4797846;;1,0211799;7,28319472;1,0193614
23/10/2017;1,4650561;;1,0271911;7,23721481;1,021649
20/10/2017;1,4861715;;1,0184755;7,28379144;1,0252278
19/10/2017;1,4740499;;1,0147725;7,2468753;1,0255839
18/10/2017;1,4796043;;1,0152314;7,2659862;1,0237997
17/10/2017;1,4692856;;1,0172509;7,21779715;1,0228422
16/10/2017;1,4980361;;1,0024189;7,25295921;1,0215827
13/10/2017;1,4974743;;1,0045058;7,27935153;1,0237092
11/10/2017;1,4946183;;1,0022147;7,25419537;1,0233281
10/10/2017;1,5006631;;0,9990756;7,2344243;1,0222703
09/10/2017;1,4845428;;1,0080874;7,16821705;1,0201603
06/10/2017;1,4882518;;1,0085709;7,14556969;1,0216576
05/10/2017;1,4875498;;0,9994116;7,14368051;1,0192274
04/10/2017;1,4891873;;0,9936402;7,14650996;1,0221729
03/10/2017;1,4831696;;0,9940756;7,15102148;1,020227
02/10/2017;1,4506078;;1,0125437;7,11002605;1,0218241
29/09/2017;1,4435954;;1,0139618;7,08239991;1,020639
28/09/2017;1,4265438;;1,0206009;7,04252706;1,0193875
27/09/2017;1,4256641;;1,0196369;7,05159417;1,0182467
26/09/2017;1,4287403;;1,0169711;7,10855239;1,0208144
25/09/2017;1,4311393;;1,0133932;7,10104178;1,018565
22/09/2017;1,4584865;;1,0151438;7,17759617;1,0235176
21/09/2017;1,4587634;;1,0100055;7,15314663;1,0223158
20/09/2017;1,4645581;;1,0066971;7,13896498;1,0205241
19/09/2017;1,4653298;;1,0029789;7,17019605;1,0201894
18/09/2017;1,4654512;;1,0055712;7,1650284;1,0176914
15/09/2017;1,4571887;;1,0010925;7,12477446;1,0162706
14/09/2017;1,4360345;;1,0011559;7,03892075;1,0152481
13/09/2017;1,4309239;;1,0018457;7,05859048;1,0121944
12/09/2017;1,4261316;;1,0001105;7,0072255;1,0116429
11/09/2017;1,4435394;;1,0036037;7,01265594;1,0129743
08/09/2017;1,4268289;;1,0082077;6,93998383;1,0149111
06/09/2017;1,438441;;1,0032073;6,90717609;1,012556
05/09/2017;1,4168702;;1,005218;6,82505779;1,0089681
04/09/2017;1,4015173;;0,9986843;6,80348419;1,0078927
01/09/2017;1,3642762;;0,9988845;6,78132583;1,007098
31/08/2017;1,3556568;;0,9998607;6,76017026;1,0075906
30/08/2017;1,3250553;;0,9933892;6,78116112;1,0067936
29/08/2017;1,3174953;;0,9962551;6,7840857;1,005088
28/08/2017;1,314016;;0,9963474;6,76813028;1,0044151
25/08/2017;1,300339;;0,9940392;6,72562203;1,0049707
24/08/2017;1,2961388;;0,9909322;6,72355035;1,0031442
23/08/2017;1,2735935;;0,988387;6,67497732;1,0020478
22/08/2017;1,2719594;;0,985489;6,63594274;0,9994592
21/08/2017;1,2639221;;0,994182;6,60857688;0,9996741
18/08/2017;1,2377599;;0,9986195;6,58305536;1
17/08/2017;1,2292688;;1;6,55141783;
16/08/2017;1,2548958;;;6,59862866;
15/08/2017;1,2209925;;;6,60489186;
14/08/2017;1,2235443;;;6,55740244;
11/08/2017;1,1995837;;;6,48893573;
10/08/2017;1,1895724;;;6,48412686;
09/08/2017;1,198372;;;6,50773774;
08/08/2017;1,189743;;;6,52745012;
07/08/2017;1,1919475;;;6,470718;
04/08/2017;1,1750555;;;6,41672555;
03/08/2017;1,1608597;;;6,42792311;
02/08/2017;1,1655937;;;6,40771018;
01/08/2017;1,151931;;;6,36064902;
31/07/2017;1,1412513;;;6,32473787;
28/07/2017;1,1333016;;;6,2793977;
27/07/2017;1,1218552;;;6,21516338;
26/07/2017;1,1207982;;;6,17168128;
25/07/2017;1,1334522;;;6,17823014;
24/07/2017;1,1196523;;;6,06275126;
21/07/2017;1,1133473;;;6,08631312;
20/07/2017;1,1255943;;;6,09883897;
19/07/2017;1,121782;;;6,04051664;
18/07/2017;1,1204729;;;6,05483651;
17/07/2017;1,1066562;;;6,02726746;
14/07/2017;1,096308;;;6,02283792;
13/07/2017;1,0703326;;;5,98917051;
12/07/2017;1,0696444;;;5,97399925;
11/07/2017;1,0402783;;;5,954549;
10/07/2017;1,0363325;;;5,9485633;
07/07/2017;1,0176318;;;5,8968527;
06/07/2017;1,0012048;;;5,89468201;
05/07/2017;1,0067907;;;5,89757903;
04/07/2017;1,0069226;;;5,9125355;
03/07/2017;1,0026279;;;5,90066396;
30/06/2017;0,9979309;;;5,8930839;
29/06/2017;0,9840996;;;5,85575618;
28/06/2017;0,9879196;;;5,82216425;
27/06/2017;0,9881466;;;5,84233281;
26/06/2017;0,9889606;;;5,84924424;
23/06/2017;0,9827713;;;5,87423597;
22/06/2017;0,9820633;;;5,87732743;
21/06/2017;0,9842681;;;5,83363149;
20/06/2017;0,9835443;;;5,84585141;
19/06/2017;0,9928026;;;5,91529364;
16/06/2017;0,9921047;;;5,88674875;
14/06/2017;0,9867092;;;5,85706591;
13/06/2017;0,9869647;;;5,83311249;
12/06/2017;0,9884391;;;5,8183348;
09/06/2017;0,990011;;;5,78259048;
08/06/2017;0,9945395;;;5,80486376;
07/06/2017;0,9976825;;;5,84627223;
06/06/2017;0,9845061;;;5,83980763;
05/06/2017;0,9836796;;;5,81834237;
02/06/2017;0,9837254;;;5,82720001;
01/06/2017;0,987345;;;5,82291394;
31/05/2017;0,993381;;;5,84837632;
30/05/2017;1,0046253;;;5,88168004;
29/05/2017;1,0029748;;;5,89371139;
26/05/2017;0,9994875;;;5,9187607;
25/05/2017;0,9937238;;;5,84221075;
24/05/2017;0,9918555;;;5,85621947;
23/05/2017;0,9863386;;;5,80879063;
22/05/2017;0,9622675;;;5,71053499;
19/05/2017;0,9838456;;;5,84602309;
18/05/2017;0,9431268;;;5,6977428;
17/05/2017;1,0303698;;;6,04015153;
16/05/2017;1,0478645;;;6,01836017;
15/05/2017;1,0339822;;;5,98369959;
12/05/2017;1,0264637;;;5,94673041;
11/05/2017;1,022863;;;5,90554367;
10/05/2017;1,0361369;;;5,91831593;
09/05/2017;1,0248218;;;5,8705539;
08/05/2017;1,0053415;;;5,82193515;
05/05/2017;1,0040469;;;5,7535534;
04/05/2017;0,9785579;;;5,75166579;
03/05/2017;0,9921439;;;5,7642495;
02/05/2017;0,9967833;;;5,73161728;
28/04/2017;0,9810371;;;5,70046805;
27/04/2017;0,9708684;;;5,62887438;
26/04/2017;0,9657862;;;5,64537237;
25/04/2017;0,9661526;;;5,61768288;
24/04/2017;0,9619324;;;5,57652554;
20/04/2017;0,9577227;;;5,57612224;
19/04/2017;0,9353654;;;5,57665989;
18/04/2017;0,9294564;;;5,57138685;
17/04/2017;0,9283425;;;5,54306334;
13/04/2017;0,9155652;;;5,52293286;
12/04/2017;0,9292182;;;5,54389357;
11/04/2017;0,9466147;;;5,57653236;
10/04/2017;0,9486702;;;5,58663737;
07/04/2017;0,9519238;;;5,56864874;
06/04/2017;0,9440303;;;5,54570298;
05/04/2017;0,9587142;;;5,53873923;
04/04/2017;0,9653862;;;5,5452969;
03/04/2017;0,956353;;;5,54431376;
31/03/2017;0,949896;;;5,54331546;
30/03/2017;0,945694;;;5,5584885;
29/03/2017;0,9457161;;;5,5574908;
28/03/2017;0,9372985;;;5,52935233;
27/03/2017;0,9384837;;;5,50394734;
24/03/2017;0,9380195;;;5,4848551;
23/03/2017;0,9480395;;;5,47967117;
22/03/2017;0,9397392;;;5,49039743;
21/03/2017;0,9429647;;;5,48173301;
20/03/2017;0,9786468;;;5,56478455;
17/03/2017;0,9581714;;;5,51819481;
16/03/2017;0,9792059;;;5,54750002;
15/03/2017;0,9541911;;;5,55296089;
14/03/2017;0,934497;;;5,50213009;
13/03/2017;0,9431543;;;5,56123958;
10/03/2017;0,9250906;;;5,52130032;
09/03/2017;0,9410662;;;5,4761921;
08/03/2017;0,9345567;;;5,61554339;
07/03/2017;0,9536697;;;5,6680186;
06/03/2017;0,9756973;;;5,67690846;
03/03/2017;0,9800588;;;5,58555547;
02/03/2017;0,9833738;;;5,5182207;
01/03/2017;0,9965482;;;5,53198599;
24/02/2017;0,9924286;;;5,48214334;
23/02/2017;0,9935664;;;5,45649264;
22/02/2017;0,9994253;;;5,48716167;
21/02/2017;1;;;5,4841847;
;;;;5,47066033;
;;;;5,4498906;
;;;;5,41972495;
;;;;5,38555829;
;;;;5,32817704;
;;;;5,36313551;
;;;;5,36832485;
;;;;5,27256828;
;;;;5,2357088;
;;;;5,23196091;
;;;;5,2546958;
;;;;5,24409722;
;;;;5,19083232;
;;;;5,16758594;
;;;;5,15969749;
;;;;5,13143144;
;;;;5,191546;
;;;;5,11755903;
;;;;5,08021736;
;;;;5,08007665;
;;;;5,06718251;
;;;;5,09099255;
;;;;5,06687792;
;;;;5,10281073;
;;;;5,10837402;
;;;;5,06210556;
;;;;5,04870596;
;;;;5,03454217;
;;;;4,96571702;
;;;;4,94622004;
;;;;4,94239758;
;;;;4,9492688;
;;;;4,93642904;
;;;;4,91336032;
;;;;4,86074284;
;;;;4,84659092;
;;;;4,80482129;
;;;;4,80494847;
;;;;4,788466;
;;;;4,79873156;
;;;;4,78660353;
;;;;4,77096203;
;;;;4,73107468;
;;;;4,7168965;
;;;;4,69650947;
;;;;4,70395727;
;;;;4,78602738;
;;;;4,7583075;
;;;;4,78155891;
;;;;4,84767681;
;;;;4,83662623;
;;;;4,87449139;
;;;;4,82382188;
;;;;4,83908368;
;;;;4,82237341;
;;;;4,8324022;
;;;;4,84883436;
